count: 00021	high: 0.9237	 avg: 0.6328	   word: dark matter
count: 00001	high: 0.6703	 avg: 0.6703	   word: cosmic background tests
count: 00001	high: 0.7032	 avg: 0.7032	   word: Sitter expansions
count: 00001	high: 0.7482	 avg: 0.7482	   word: recent accelerating phase
count: 00001	high: 0.7559	 avg: 0.7559	   word: so-called cosmic sector
count: 00001	high: 0.7686	 avg: 0.7686	   word: gravitationally induced particle
count: 00001	high: 0.8055	 avg: 0.8055	   word: cosmic accelerating phases
count: 00001	high: 0.8363	 avg: 0.8363	   word: new cosmic scenario
count: 00001	high: 0.9035	 avg: 0.9035	   word: -de Sitter era
count: 00001	high: 0.9879	 avg: 0.9879	   word: Sitter era
count: 00001	high: 0.4434	 avg: 0.4434	   word: problem
count: 00001	high: 0.4647	 avg: 0.4647	   word: variation
count: 00001	high: 0.4724	 avg: 0.4724	   word: coordinates
count: 00001	high: 0.4787	 avg: 0.4787	   word: imperfectness
count: 00001	high: 0.4831	 avg: 0.4831	   word: Lagrangian
count: 00001	high: 0.6482	 avg: 0.6482	   word: final step
count: 00001	high: 0.6606	 avg: 0.6606	   word: formal solution
count: 00001	high: 0.7016	 avg: 0.7016	   word: natural implication
count: 00001	high: 0.7042	 avg: 0.7042	   word: common procedure
count: 00001	high: 0.7305	 avg: 0.7305	   word: robust formulation
count: 00001	high: 0.7726	 avg: 0.7726	   word: covariant formulation
count: 00001	high: 0.9188	 avg: 0.9188	   word: special FLRW space
count: 00001	high: 0.9441	 avg: 0.9441	   word: effective fluid description
count: 00001	high: 0.3508	 avg: 0.3508	   word: examples
count: 00001	high: 0.3559	 avg: 0.3559	   word: investigation
count: 00001	high: 0.3831	 avg: 0.3831	   word: values
count: 00001	high: 0.6334	 avg: 0.6334	   word: present work
count: 00001	high: 0.6925	 avg: 0.6925	   word: gravity model
count: 00001	high: 0.8702	 avg: 0.8702	   word: general formalism
count: 00001	high: 0.9806	 avg: 0.9806	   word: late time dynamics
count: 00001	high: 0.9827	 avg: 0.9827	   word: basic observational requirement
count: 00001	high: 0.3537	 avg: 0.3537	   word: density
count: 00001	high: 0.3608	 avg: 0.3608	   word: Euclid
count: 00001	high: 0.3693	 avg: 0.3693	   word: level
count: 00001	high: 0.3697	 avg: 0.3697	   word: z\simeq
count: 00001	high: 0.3894	 avg: 0.3894	   word: densities
count: 00001	high: 0.3926	 avg: 0.3926	   word: behaves
count: 00001	high: 0.5585	 avg: 0.5585	   word: CMBPol experiments
count: 00001	high: 0.5604	 avg: 0.5604	   word: recent analysis
count: 00001	high: 0.5720	 avg: 0.5720	   word: future constraints
count: 00001	high: 0.5786	 avg: 0.5786	   word: Planck survey
count: 00001	high: 0.5818	 avg: 0.5818	   word: linear interaction
count: 00001	high: 0.5931	 avg: 0.5931	   word: radiation era
count: 00001	high: 0.5971	 avg: 0.5971	   word: high redshift
count: 00001	high: 0.5999	 avg: 0.5999	   word: anisotropy measurements
count: 00001	high: 0.6017	 avg: 0.6017	   word: decoupled components
count: 00001	high: 0.6140	 avg: 0.6140	   word: severe bound
count: 00001	high: 0.6235	 avg: 0.6235	   word: radiation component
count: 00001	high: 0.6297	 avg: 0.6297	   word: stringent bound
count: 00001	high: 0.6588	 avg: 0.6588	   word: baryon term
count: 00001	high: 0.8052	 avg: 0.8052	   word: cosmic age problem
count: 00001	high: 0.8339	 avg: 0.8339	   word: old quasar APM
count: 00001	high: 0.8367	 avg: 0.8367	   word: derivative dark component
count: 00001	high: 0.8449	 avg: 0.8449	   word: observational Hubble data
count: 00001	high: 0.8758	 avg: 0.8758	   word: variable vacuum energy
count: 00001	high: 0.8875	 avg: 0.8875	   word: big-bang nucleosynthesis epoch
count: 00001	high: 0.2082	 avg: 0.2082	   word: stars
count: 00001	high: 0.2162	 avg: 0.2162	   word: \emph
count: 00001	high: 0.3669	 avg: 0.3669	   word: z_i \approx
count: 00001	high: 0.3786	 avg: 0.3786	   word: \Lambda CDM
count: 00001	high: 0.3873	 avg: 0.3873	   word: dynamical description
count: 00001	high: 0.3967	 avg: 0.3967	   word: baryonic density
count: 00001	high: 0.4092	 avg: 0.4092	   word: effective decoupling
count: 00001	high: 0.4257	 avg: 0.4257	   word: consecutive ages
count: 00001	high: 0.4448	 avg: 0.4448	   word: -body problem
count: 00001	high: 0.4591	 avg: 0.4591	   word: approximate solution
count: 00001	high: 0.4628	 avg: 0.4628	   word: present epoch
count: 00001	high: 0.4653	 avg: 0.4653	   word: cosmological model
count: 00001	high: 0.4720	 avg: 0.4720	   word: free atoms
count: 00001	high: 0.4801	 avg: 0.4801	   word: local isotropy
count: 00001	high: 0.5002	 avg: 0.5002	   word: uncoupled atoms
count: 00001	high: 0.6574	 avg: 0.6574	   word: dark phenomena
count: 00001	high: 0.6804	 avg: 0.6804	   word: collision-less gravitating particles
count: 00001	high: 0.6835	 avg: 0.6835	   word: highly idealized view
count: 00001	high: 0.7003	 avg: 0.7003	   word: null pressure Friedman
count: 00001	high: 0.7327	 avg: 0.7327	   word: galaxy formation epoch
count: 00001	high: 0.7979	 avg: 0.7979	   word: collision-less gravitating point-particles
count: 00001	high: 0.9057	 avg: 0.9057	   word: galaxy formation
count: 00001	high: 0.2537	 avg: 0.2537	   word: ways
count: 00001	high: 0.2889	 avg: 0.2889	   word: halo
count: 00001	high: 0.2890	 avg: 0.2890	   word: cluster
count: 00001	high: 0.4701	 avg: 0.4701	   word: energy conditions
count: 00001	high: 0.4775	 avg: 0.4775	   word: exterior solution
count: 00001	high: 0.4948	 avg: 0.4948	   word: effective density
count: 00001	high: 0.5163	 avg: 0.5163	   word: gravity theory
count: 00001	high: 0.5356	 avg: 0.5356	   word: geometrical nature
count: 00001	high: 0.5785	 avg: 0.5785	   word: lensing effect
count: 00001	high: 0.8014	 avg: 0.8014	   word: dark matter component
count: 00001	high: 0.8462	 avg: 0.8462	   word: flat rotation curve
count: 00001	high: 0.4315	 avg: 0.4315	   word: Ho\v
count: 00001	high: 0.4319	 avg: 0.4319	   word: versions
count: 00001	high: 0.4443	 avg: 0.4443	   word: DM
count: 00001	high: 0.4676	 avg: 0.4676	   word: parametrization
count: 00001	high: 0.4734	 avg: 0.4734	   word: expressions
count: 00001	high: 0.4757	 avg: 0.4757	   word: expression
count: 00001	high: 0.5764	 avg: 0.5764	   word: strong dependence
count: 00001	high: 0.5780	 avg: 0.5780	   word: Dark Matter
count: 00001	high: 0.5811	 avg: 0.5811	   word: evolutionary form
count: 00001	high: 0.5963	 avg: 0.5963	   word: Power Law
count: 00001	high: 0.6020	 avg: 0.6020	   word: ava-Lifshitz cosmology
count: 00001	high: 0.6583	 avg: 0.6583	   word: RDE
count: 00001	high: 0.6897	 avg: 0.6897	   word: interacting case
count: 00001	high: 0.7673	 avg: 0.7673	   word: Ricci Dark Energy
count: 00001	high: 0.7688	 avg: 0.7688	   word: low redshift expansion
count: 00001	high: 0.7700	 avg: 0.7700	   word: EoS parameter
count: 00001	high: 0.7779	 avg: 0.7779	   word: exact differential equation
count: 00001	high: 0.7790	 avg: 0.7790	   word: small redshift approximation
count: 00001	high: 0.7859	 avg: 0.7859	   word: spatially non-flat universe
count: 00001	high: 0.8262	 avg: 0.8262	   word: Logarithmic Entropy Corrected
count: 00001	high: 0.9121	 avg: 0.9121	   word: energy density parameter
count: 00001	high: 0.2272	 avg: 0.2272	   word: orders
count: 00001	high: 0.2275	 avg: 0.2275	   word: value
count: 00001	high: 0.2280	 avg: 0.2280	   word: ones
count: 00001	high: 0.2288	 avg: 0.2288	   word: alternative
count: 00001	high: 0.2292	 avg: 0.2292	   word: removal
count: 00001	high: 0.2323	 avg: 0.2323	   word: angle
count: 00001	high: 0.2338	 avg: 0.2338	   word: rays
count: 00001	high: 0.2380	 avg: 0.2380	   word: necessity
count: 00001	high: 0.2464	 avg: 0.2464	   word: inconsistency
count: 00001	high: 0.3442	 avg: 0.3442	   word: Previous work
count: 00001	high: 0.3475	 avg: 0.3475	   word: different expressions
count: 00001	high: 0.3677	 avg: 0.3677	   word: lensing data
count: 00001	high: 0.3714	 avg: 0.3714	   word: lensing observations
count: 00001	high: 0.4842	 avg: 0.4842	   word: spherically symmetric source
count: 00001	high: 0.4854	 avg: 0.4854	   word: exact exterior solution
count: 00001	high: 0.4895	 avg: 0.4895	   word: dark matter arises
count: 00001	high: 0.4908	 avg: 0.4908	   word: interesting candidate theory
count: 00001	high: 0.5464	 avg: 0.5464	   word: Conformal Weyl Gravity
count: 00001	high: 0.5485	 avg: 0.5485	   word: observed galactic rotation
count: 00001	high: 0.6162	 avg: 0.6162	   word: CWG
count: 00001	high: 0.2653	 avg: 0.2653	   word: \times
count: 00001	high: 0.2654	 avg: 0.2654	   word: \approx
count: 00001	high: 0.2659	 avg: 0.2659	   word: difference
count: 00001	high: 0.2668	 avg: 0.2668	   word: calculations
count: 00001	high: 0.2805	 avg: 0.2805	   word: renders
count: 00001	high: 0.2831	 avg: 0.2831	   word: clusters
count: 00001	high: 0.2846	 avg: 0.2846	   word: Galaxies
count: 00001	high: 0.3019	 avg: 0.3019	   word: coincidence
count: 00001	high: 0.3051	 avg: 0.3051	   word: closeness
count: 00001	high: 0.3176	 avg: 0.3176	   word: fact
count: 00001	high: 0.3190	 avg: 0.3190	   word: disagreement
count: 00001	high: 0.3191	 avg: 0.3191	   word: MGT
count: 00001	high: 0.3249	 avg: 0.3249	   word: scalar-tensor
count: 00001	high: 0.4487	 avg: 0.4487	   word: perturbations
count: 00001	high: 0.5205	 avg: 0.5205	   word: power series
count: 00001	high: 0.5288	 avg: 0.5288	   word: linear terms
count: 00001	high: 0.5306	 avg: 0.5306	   word: present value
count: 00001	high: 0.5397	 avg: 0.5397	   word: power expansion
count: 00001	high: 0.6037	 avg: 0.6037	   word: spinor-tensor theories
count: 00001	high: 0.6300	 avg: 0.6300	   word: Newtonian description
count: 00001	high: 0.6718	 avg: 0.6718	   word: cosmological expansion
count: 00001	high: 0.6728	 avg: 0.6728	   word: cosmological background
count: 00001	high: 0.6794	 avg: 0.6794	   word: Cosmological origin
count: 00001	high: 0.7667	 avg: 0.7667	   word: local dynamics
count: 00001	high: 0.8797	 avg: 0.8797	   word: local matter distribution
count: 00001	high: 0.9344	 avg: 0.9344	   word: Modified Gravity Theories
count: 00001	high: 0.9478	 avg: 0.9478	   word: Dark Matter scenario
count: 00001	high: 0.9816	 avg: 0.9816	   word: known matter content
count: 00001	high: 0.9936	 avg: 0.9936	   word: acceleration scale
count: 00001	high: 0.4489	 avg: 0.4489	   word: s_j
count: 00001	high: 0.4535	 avg: 0.4535	   word: unification
count: 00001	high: 0.4536	 avg: 0.4536	   word: approach
count: 00001	high: 0.4556	 avg: 0.4556	   word: guess
count: 00001	high: 0.4603	 avg: 0.4603	   word: universes
count: 00001	high: 0.4913	 avg: 0.4913	   word: -causets
count: 00001	high: 0.6293	 avg: 0.6293	   word: causal order
count: 00001	high: 0.6303	 avg: 0.6303	   word: possible universe
count: 00001	high: 0.6306	 avg: 0.6306	   word: weak forces
count: 00001	high: 0.6330	 avg: 0.6330	   word: dark matter-energy
count: 00001	high: 0.6360	 avg: 0.6360	   word: early stages
count: 00001	high: 0.6381	 avg: 0.6381	   word: theoretical masses
count: 00001	high: 0.6401	 avg: 0.6401	   word: single element
count: 00001	high: 0.6436	 avg: 0.6436	   word: rigorous theory
count: 00001	high: 0.6502	 avg: 0.6502	   word: microscopic structure
count: 00001	high: 0.6639	 avg: 0.6639	   word: positive integers
count: 00001	high: 0.6765	 avg: 0.6765	   word: previous paper
count: 00001	high: 0.6794	 avg: 0.6794	   word: quantum gravity
count: 00001	high: 0.6966	 avg: 0.6966	   word: invariant labeling
count: 00001	high: 0.6996	 avg: 0.6996	   word: covariant causet
count: 00001	high: 0.8122	 avg: 0.8122	   word: particular time step
count: 00001	high: 0.8633	 avg: 0.8633	   word: time step
count: 00001	high: 0.8885	 avg: 0.8885	   word: shell sequence
count: 00001	high: 0.6189	 avg: 0.6189	   word: definition
count: 00001	high: 0.6359	 avg: 0.6359	   word: note
count: 00001	high: 0.9197	 avg: 0.9197	   word: simple argument
count: 00001	high: 0.9454	 avg: 0.9454	   word: gravitational theories
count: 00001	high: 0.3520	 avg: 0.3520	   word: settings
count: 00001	high: 0.3615	 avg: 0.3615	   word: self-interaction
count: 00001	high: 0.3887	 avg: 0.3887	   word: Higgs
count: 00001	high: 0.5425	 avg: 0.5425	   word: good candidate
count: 00001	high: 0.5526	 avg: 0.5526	   word: extra term
count: 00001	high: 0.5554	 avg: 0.5554	   word: particle detectors
count: 00001	high: 0.5578	 avg: 0.5578	   word: Standard Model
count: 00001	high: 0.5587	 avg: 0.5587	   word: simple extension
count: 00001	high: 0.5614	 avg: 0.5614	   word: astrophysical point
count: 00001	high: 0.5900	 avg: 0.5900	   word: essential constrain
count: 00001	high: 0.6641	 avg: 0.6641	   word: small mass
count: 00001	high: 0.6662	 avg: 0.6662	   word: SM Lagrangian
count: 00001	high: 0.9551	 avg: 0.9551	   word: scalar field singlet
count: 00001	high: 0.4407	 avg: 0.4407	   word: treatment
count: 00001	high: 0.4594	 avg: 0.4594	   word: modification
count: 00001	high: 0.5102	 avg: 0.5102	   word: anisotropies
count: 00001	high: 0.6038	 avg: 0.6038	   word: Navarro-Frenk-White profile
count: 00001	high: 0.6198	 avg: 0.6198	   word: additional structure
count: 00001	high: 0.6231	 avg: 0.6231	   word: suitable identification
count: 00001	high: 0.6601	 avg: 0.6601	   word: small deviations
count: 00001	high: 0.6681	 avg: 0.6681	   word: Burkert profile
count: 00001	high: 0.6729	 avg: 0.6729	   word: General Relativity
count: 00001	high: 0.6994	 avg: 0.6994	   word: Continuum Mechanics
count: 00001	high: 0.7076	 avg: 0.7076	   word: spacetime behaves
count: 00001	high: 0.7510	 avg: 0.7510	   word: Newtonian limit
count: 00001	high: 0.8515	 avg: 0.8515	   word: dark matter halos
count: 00001	high: 0.3316	 avg: 0.3316	   word: geometry
count: 00001	high: 0.3918	 avg: 0.3918	   word: substitute
count: 00001	high: 0.4152	 avg: 0.4152	   word: quintessence
count: 00001	high: 0.7040	 avg: 0.7040	   word: alternative model
count: 00001	high: 0.7855	 avg: 0.7855	   word: Light propagation
count: 00001	high: 0.8012	 avg: 0.8012	   word: orbital motion
count: 00001	high: 0.8188	 avg: 0.8188	   word: cosmological applications
count: 00001	high: 0.8596	 avg: 0.8596	   word: inflationary universe
count: 00001	high: 0.8922	 avg: 0.8922	   word: Petrov classification
count: 00001	high: 0.8955	 avg: 0.8955	   word: Newtonian limits
count: 00001	high: 0.9209	 avg: 0.9209	   word: Killing vectors
count: 00001	high: 0.9390	 avg: 0.9390	   word: Einstein equations
count: 00001	high: 1.0000	 avg: 1.0000	   word: axisymmetric solution
count: 00001	high: 0.4772	 avg: 0.4772	   word: class
count: 00001	high: 0.4796	 avg: 0.4796	   word: soundness
count: 00001	high: 0.4911	 avg: 0.4911	   word: doubts
count: 00001	high: 0.6424	 avg: 0.6424	   word: energy components
count: 00001	high: 0.6645	 avg: 0.6645	   word: short paper
count: 00001	high: 0.6716	 avg: 0.6716	   word: late times
count: 00001	high: 0.6821	 avg: 0.6821	   word: dark sector
count: 00001	high: 0.7246	 avg: 0.7246	   word: sharp oscillation
count: 00001	high: 0.7278	 avg: 0.7278	   word: thermodynamic viewpoint
count: 00001	high: 0.9864	 avg: 0.9864	   word: unified dark fluid
count: 00001	high: 0.2960	 avg: 0.2960	   word: dust
count: 00001	high: 0.4851	 avg: 0.4851	   word: particular model
count: 00001	high: 0.5684	 avg: 0.5684	   word: Dirac observables
count: 00001	high: 0.6344	 avg: 0.6344	   word: matter content
count: 00001	high: 0.7803	 avg: 0.7803	   word: specific boundary conditions
count: 00001	high: 0.9607	 avg: 0.9607	   word: phase space quantization
count: 00001	high: 0.9758	 avg: 0.9758	   word: closed Friedmann Universe
count: 00001	high: 0.3435	 avg: 0.3435	   word: MOG
count: 00001	high: 0.3821	 avg: 0.3821	   word: experimental data
count: 00001	high: 0.3882	 avg: 0.3882	   word: dust model
count: 00001	high: 0.3918	 avg: 0.3918	   word: model,interaction terms
count: 00001	high: 0.3921	 avg: 0.3921	   word: sophisticated algorithms
count: 00001	high: 0.3974	 avg: 0.3974	   word: various quantities
count: 00001	high: 0.3981	 avg: 0.3981	   word: high accuracy
count: 00001	high: 0.4091	 avg: 0.4091	   word: correction terms
count: 00001	high: 0.4224	 avg: 0.4224	   word: order derivatives
count: 00001	high: 0.4234	 avg: 0.4234	   word: phenomenological form
count: 00001	high: 0.4339	 avg: 0.4339	   word: viable models
count: 00001	high: 0.4568	 avg: 0.4568	   word: statefinder parameters
count: 00001	high: 0.4770	 avg: 0.4770	   word: scalar fields
count: 00001	high: 0.5137	 avg: 0.5137	   word: MOdified gravity
count: 00001	high: 0.5446	 avg: 0.5446	   word: DM equivalent
count: 00001	high: 0.6422	 avg: 0.6422	   word: cosmological data
count: 00001	high: 0.6670	 avg: 0.6670	   word: Time evolution
count: 00001	high: 0.7312	 avg: 0.7312	   word: numerical results
count: 00001	high: 0.8502	 avg: 0.8502	   word: covariant scalar-tensor-vector gravity
count: 00001	high: 0.3848	 avg: 0.3848	   word: interactions
count: 00001	high: 0.3947	 avg: 0.3947	   word: Lambda
count: 00001	high: 0.6419	 avg: 0.6419	   word: different kinds
count: 00001	high: 0.7251	 avg: 0.7251	   word: Lyra geometry
count: 00001	high: 0.7712	 avg: 0.7712	   word: deceleration parameters
count: 00001	high: 0.9273	 avg: 0.9273	   word: Ricci dark energy
count: 00001	high: 0.9722	 avg: 0.9722	   word: barotropic dark matter
count: 00001	high: 0.5260	 avg: 0.5260	   word: Levi-Civita
count: 00001	high: 0.5267	 avg: 0.5267	   word: space
count: 00001	high: 0.5799	 avg: 0.5799	   word: curvature
count: 00001	high: 0.6231	 avg: 0.6231	   word: new terms
count: 00001	high: 0.6242	 avg: 0.6242	   word: natural ground
count: 00001	high: 0.6265	 avg: 0.6265	   word: order nature
count: 00001	high: 0.6299	 avg: 0.6299	   word: specific class
count: 00001	high: 0.6304	 avg: 0.6304	   word: natural candidate
count: 00001	high: 0.6346	 avg: 0.6346	   word: kinetic interactions
count: 00001	high: 0.6417	 avg: 0.6417	   word: Proca field
count: 00001	high: 0.6454	 avg: 0.6454	   word: kinetic term
count: 00001	high: 0.6464	 avg: 0.6464	   word: vector-tensor theories
count: 00001	high: 0.6558	 avg: 0.6558	   word: Riemannian quantities
count: 00001	high: 0.6618	 avg: 0.6618	   word: non-metricity tensor
count: 00001	high: 0.6667	 avg: 0.6667	   word: usual Weyl-gauging
count: 00001	high: 0.6859	 avg: 0.6859	   word: Weyl geometries
count: 00001	high: 0.7261	 avg: 0.7261	   word: action locally scale
count: 00001	high: 0.7273	 avg: 0.7273	   word: vector-tensor Horndeski interaction
count: 00001	high: 0.7419	 avg: 0.7419	   word: general Horndeski theories
count: 00001	high: 0.7478	 avg: 0.7478	   word: corresponding Stueckelberg field
count: 00001	high: 0.7526	 avg: 0.7526	   word: non-trivial cubic term
count: 00001	high: 0.7610	 avg: 0.7610	   word: scale invariant theories
count: 00001	high: 0.7659	 avg: 0.7659	   word: usual massive case
count: 00001	high: 0.7666	 avg: 0.7666	   word: additional propagating degrees
count: 00001	high: 0.7812	 avg: 0.7812	   word: extended Gauss-Bonnet gravity
count: 00001	high: 0.8118	 avg: 0.8118	   word: arbitrary dimensions
count: 00001	high: 0.8140	 avg: 0.8140	   word: usual Gauss-Bonnet term
count: 00001	high: 0.8216	 avg: 0.8216	   word: usual Einstein-Hilbert action
count: 00001	high: 0.8480	 avg: 0.8480	   word: Weyl connection
count: 00001	high: 0.9880	 avg: 0.9880	   word: vector field
count: 00001	high: 0.3579	 avg: 0.3579	   word: behavior
count: 00001	high: 0.3629	 avg: 0.3629	   word: time
count: 00001	high: 0.6186	 avg: 0.6186	   word: Statefinder diagnostic
count: 00001	high: 0.7780	 avg: 0.7780	   word: Lyra manifold
count: 00001	high: 0.8265	 avg: 0.8265	   word: quintessence cosmology
count: 00001	high: 0.4690	 avg: 0.4690	   word: example
count: 00001	high: 0.4908	 avg: 0.4908	   word: rotation
count: 00001	high: 0.4923	 avg: 0.4923	   word: propagation
count: 00001	high: 0.4935	 avg: 0.4935	   word: absorption
count: 00001	high: 0.4997	 avg: 0.4997	   word: Plummer
count: 00001	high: 0.5176	 avg: 0.5176	   word: formulas
count: 00001	high: 0.7226	 avg: 0.7226	   word: mass density
count: 00001	high: 0.7765	 avg: 0.7765	   word: angular velocity
count: 00001	high: 0.7949	 avg: 0.7949	   word: axisymmetric configurations
count: 00001	high: 0.8132	 avg: 0.8132	   word: massive cloud
count: 00001	high: 0.8135	 avg: 0.8135	   word: polarization plane
count: 00001	high: 0.9429	 avg: 0.9429	   word: plane electromagnetic waves
count: 00001	high: 0.3340	 avg: 0.3340	   word: change
count: 00001	high: 0.3351	 avg: 0.3351	   word: rate
count: 00001	high: 0.3395	 avg: 0.3395	   word: confirmation
count: 00001	high: 0.3430	 avg: 0.3430	   word: conclusion
count: 00001	high: 0.4667	 avg: 0.4667	   word: flat universe
count: 00001	high: 0.4733	 avg: 0.4733	   word: fact shows
count: 00001	high: 0.4849	 avg: 0.4849	   word: total entropy
count: 00001	high: 0.4892	 avg: 0.4892	   word: thermal equilibrium
count: 00001	high: 0.4962	 avg: 0.4962	   word: generalized second law
count: 00001	high: 0.5649	 avg: 0.5649	   word: dark energy temperature
count: 00001	high: 0.6412	 avg: 0.6412	   word: perfect thermodynamic boundary
count: 00001	high: 0.6796	 avg: 0.6796	   word: non-equilibrium conditions
count: 00001	high: 0.3503	 avg: 0.3503	   word: different effects
count: 00001	high: 0.3590	 avg: 0.3590	   word: single model
count: 00001	high: 0.3854	 avg: 0.3854	   word: standard models
count: 00001	high: 0.4392	 avg: 0.4392	   word: particle masses
count: 00001	high: 0.4604	 avg: 0.4604	   word: zero-point energy
count: 00001	high: 0.4773	 avg: 0.4773	   word: neutrino oscillations
count: 00001	high: 0.5286	 avg: 0.5286	   word: matter field
count: 00001	high: 0.7087	 avg: 0.7087	   word: leptonic weak-like forces
count: 00001	high: 0.7839	 avg: 0.7839	   word: gravitational singularity formation
count: 00001	high: 0.8177	 avg: 0.8177	   word: background-induced non-linear potentials
count: 00001	high: 0.8489	 avg: 0.8489	   word: least-order torsional completion
count: 00001	high: 0.9391	 avg: 0.9391	   word: fermionic Dirac matter
count: 00001	high: 0.2517	 avg: 0.2517	   word: P_
count: 00001	high: 0.5087	 avg: 0.5087	   word: interaction term
count: 00001	high: 0.8320	 avg: 0.8320	   word: ghost dark energy
count: 00001	high: 0.9373	 avg: 0.9373	   word: higher dimensional cosmology
count: 00001	high: 0.4398	 avg: 0.4398	   word: demonstration
count: 00001	high: 0.4446	 avg: 0.4446	   word: calculation
count: 00001	high: 0.4541	 avg: 0.4541	   word: validity
count: 00001	high: 0.6281	 avg: 0.6281	   word: appropriate choices
count: 00001	high: 0.6327	 avg: 0.6327	   word: scattering length
count: 00001	high: 0.7084	 avg: 0.7084	   word: self-interaction energy terms
count: 00001	high: 0.7276	 avg: 0.7276	   word: Boehmer-Harko density profile
count: 00001	high: 0.7466	 avg: 0.7466	   word: self-graviting potential \cite
count: 00001	high: 0.7546	 avg: 0.7546	   word: galactic halo
count: 00001	high: 0.7741	 avg: 0.7741	   word: Thomas-Fermi approximation
count: 00001	high: 0.7853	 avg: 0.7853	   word: kinetic energy contribution
count: 00001	high: 0.8129	 avg: 0.8129	   word: matter particle mass
count: 00001	high: 0.8841	 avg: 0.8841	   word: particles Bose-Einstein condensate
count: 00001	high: 0.9461	 avg: 0.9461	   word: dark matter halo
