Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type
0,"FI by Einstein","It can be shown in a similar fashion that transformation (5.3) with a function F defined by expression (5.13) is admissible. In this case for ul< u< u2 the"" intensity of …",0,"Springer","","http://www.springerlink.com/index/R4227857N075H92H.pdf","http://scholar.google.com/scholar?cluster=16472520167082326526&hl=en&num=20&as_sdt=0,33",409,"2014-11-21",""
0,"L familiar are Einstein's","EVEN A GENIUS GETS IT WRONG SOMETIMES",0,"Elsevier","","http://www.sciencedirect.com/science/article/pii/S0262407908624495/pdf?md5=e05da51c2946d2b146a4747f9fdfb82f&pid=1-s2.0-S0262407908624495-main.pdf&_valck=1","",410,"2014-11-21",""
0,"A Einstein","Einstein, Cartan and Evans–Start of a New Age in Physics?",0,"upitec.org","","","http://scholar.google.com/scholar?q=related:ryhYHPKyIkUJ:scholar.google.com/&hl=en&num=20&as_sdt=0,33",411,"2014-11-21","PDF"
0,"A Einstein","Lecture Notes for Course on General Relativity at the University of Berlin, Summer Semester 1919, May-Jun 1919",1919,"","cds.cern.ch","","",412,"2014-11-21","CITATION"
0,"A Einstein, L Infeld","The Evolution of Physics: From Early Concepts to Relativity and Quanta. by Albert Einstein and Leopold Infeld",1967,"","Simon and Schuster","","",413,"2014-11-21","CITATION"
0,"A Einstein","Why Anything Existent Cannot Possess the Characteristic of Being in Time?",0,"fqxi.org","","","http://scholar.google.com/scholar?q=related:46S6HFPpsngJ:scholar.google.com/&hl=en&num=20&as_sdt=0,33",414,"2014-11-21","PDF"
0,"A EINSTEIN","Autograph Manuscript of Einstein's Theory of Relativity",1931,"The Yale University Library Gazette","JSTOR","","",415,"2014-11-21","CITATION"
0,"A Einstein","The General Theory of Relativity: Reprinted",0,"","","","http://scholar.google.com/scholar?q=related:zskbew30HPgJ:scholar.google.com/&hl=en&num=20&as_sdt=0,33",416,"2014-11-21","CITATION"
0,"A Einstein","A set of four-numbers which have the same transformation rules under a Lorentz transformation as the coordinates is called a contravariant four-vector.",0,"","","","http://scholar.google.com/scholar?q=related:R8AaKS3NnBgJ:scholar.google.com/&hl=en&num=20&as_sdt=0,33",417,"2014-11-21","CITATION"
0,"FA Einstein","SPACE-TIME CONTINUUM 87",1979,"Albert Einstein's theory of general relativity","Crown Pub","","",418,"2014-11-21","CITATION"
0,"A Einstein, GB Jeffery, W PERRETT","Sidelights on Relativity... I. Ether and Relativity. II. Geometry and Experience. Translated by GB Jeffery, D. Sc., and W. Perrett",1922,"","London","","",419,"2014-11-21","CITATION"
0,"A Einstein","Relativity: A Popular Exposition. Auth. Transl. by Robert W. Lawson",1962,"","Methuen","","",420,"2014-11-21","CITATION"
0,"A Einstein","German physicist, the author of the relativity theory, a synonym for genius",2010,"Teachers of Wisdom","books.google.com","http://books.google.com/books?hl=en&lr=&id=6tbYHJFej2UC&oi=fnd&pg=PA412&dq=einstein+relativity&ots=udxA-R4CnJ&sig=ozdguq9pZ_KhhqejatZnRhsHxGY","",421,"2014-11-21",""
0,"A Einstein","The Meaning of Special Relativity",0,"Princeton Univ. Pub","","","",422,"2014-11-21","CITATION"
0,"HA Lorentz, H Poincaré, A Einstein, M Planck…","100 Years of Relativity",0,"World Scientific","","","",423,"2014-11-21","CITATION"
0,"ESMOFD WAS","JON DORLING",1995,"The creation of ideas in physics: studies for a …","Kluwer Academic Pub","","http://scholar.google.com/scholar?q=related:bAPaM6Sd_lEJ:scholar.google.com/&hl=en&num=20&as_sdt=0,33",424,"2014-11-21","CITATION"
0,"A Einstein","Space and Time in Pre-Relativity Physics",1922,"The Meaning of Relativity","Springer","http://link.springer.com/chapter/10.1007/978-94-011-6022-3_1","",425,"2014-11-21",""
0,"A EINSTEIN","HOME PAGE SUBS INFO",0,"petermarkan.eu.pn","","","http://scholar.google.com/scholar?q=related:aRe9OmGJT70J:scholar.google.com/&hl=en&num=20&as_sdt=0,33",426,"2014-11-21","PDF"
0,"ET BELL, L Einstein, W Weyl","Index of volume XXVIII",0,"ams.org","","","http://scholar.google.com/scholar?cluster=409025452012232558&hl=en&num=20&as_sdt=0,33",427,"2014-11-21","CITATION"
0,"A Einstein, PA Schilpp, P Morrison","The Proceedings of the American Philosophical Society; The Meaning of Relativity; Out of My Later Years and Albert Einstein: Philosopher‐Scientist",2009,"Physics Today","scitation.aip.org","","http://scholar.google.com/scholar?cluster=14957829643737336789&hl=en&num=20&as_sdt=0,33",428,"2014-11-21","CITATION"
0,"ESMDASA DRAG","3437 Birch Tree Way, Sacaramento, CA 95826",0,"EDITORIAL COMMENTS","newenergytimes.com","","http://scholar.google.com/scholar?q=related:3ErPRQEgBUoJ:scholar.google.com/&hl=en&num=20&as_sdt=0,33",429,"2014-11-21","PDF"
0,"A Einstein","Relativity: The Special and General Theory: The Special and General Theory",2004,"","books.google.com","","",430,"2014-11-21","BOOK"
0,"A EINSTEIN","REPLY TO REICHENBACH 75",1953,"… in Philosophy of Science: Introduction to the …","Charles Scribner's Sons","","",431,"2014-11-21","CITATION"
0,"A Einstein","Review of Hermann Weyl, Space-Time-Matter: Lectures on General Relativity, 21 Jun 1918",1918,"","cds.cern.ch","","",432,"2014-11-21","CITATION"
0,"A Einstein","GENERAL RELATIVITY VERSUS QUANTUM THEORY",0,"","","","http://scholar.google.com/scholar?q=related:PRiGqSfF19EJ:scholar.google.com/&hl=en&num=20&as_sdt=0,33",433,"2014-11-21","CITATION"
0,"A Einstein","Scientific Books: The Meaning of Relativity",1923,"Science","adsabs.harvard.edu","","",434,"2014-11-21","CITATION"
0,"HOWE DISCOVERED","JOHN D. NORTON",1995,"The creation of ideas in physics: …","Kluwer Academic Pub","","http://scholar.google.com/scholar?q=related:FDAqU3WSH2kJ:scholar.google.com/&hl=en&num=20&as_sdt=0,33",435,"2014-11-21","CITATION"
0,"HE Discovered","THE BEST PHYSICS DEPARTMENT IN EUROPE",2001,"Einstein and Picasso: Space, Time and the …","Basic Books (AZ)","","",436,"2014-11-21","CITATION"
0,"A Einstein","The Standard Model and the Search for Anomalies",1990,"Physics and Psychics: The Search for a World …","Prometheus Books","","http://scholar.google.com/scholar?q=related:fahIVXmnpkwJ:scholar.google.com/&hl=en&num=20&as_sdt=0,33",437,"2014-11-21","CITATION"
0,"BE WARNED, NTVS EINSTEIN","On September 27, 2011, in courage, by Steve Kayser",0,"writingriffs.com","","","http://scholar.google.com/scholar?q=related:-f40VysCZMAJ:scholar.google.com/&hl=en&num=20&as_sdt=0,33",438,"2014-11-21","HTML"
0,"JD Norton, G NORDSTRÖM, A Einstein","A field theory of gravitation in the framework of special relativity",2007,"Boston studies in the …","cat.inist.fr","http://cat.inist.fr/?aModele=afficheN&cpsidt=19950292","http://scholar.google.com/scholar?cluster=17325836631253787159&hl=en&num=20&as_sdt=0,33",439,"2014-11-21",""
0,"A Einstein","On Newton (1927)",1979,"The Wilson Quarterly (1976-)","JSTOR","http://www.jstor.org/stable/40255567","",440,"2014-11-21",""
0,"A Einstein","Book Review: on the Shoulders of Giants: Selections from the Principle of Relativity/Running Press, 2002",2005,"Sky and Telescope","adsabs.harvard.edu","","http://scholar.google.com/scholar?cluster=3585605084451535893&hl=en&num=20&as_sdt=0,33",441,"2014-11-21","CITATION"
0,"A Einstein","The General Theory of Relativity (continued)",1922,"The Meaning of Relativity","Springer","http://link.springer.com/chapter/10.1007/978-94-011-6022-3_4","",442,"2014-11-21",""
0,"E Les Erreurs Philosophiques de M, ED de la Relavitité…","is now treated here as completely as that relating to quadratic reciprocity. It is hoped that these changes and many slight improvements, involving together an increase …",0,"ams.org","","http://www.ams.org/journals/bull/1926-32-04/S0002-9904-1926-04249-X/S0002-9904-1926-04249-X.pdf","http://scholar.google.com/scholar?cluster=5042706999120982237&hl=en&num=20&as_sdt=0,33",443,"2014-11-21",""
0,"A Einstein","EINSTEIN/YANG-MILLS EQUATIONS* To James Serrin on his 65th birthday 3. SMOLLER** and A. WASSERMAN**"" Whoever does not from the …",1993,"Degenerate Diffusions: Proceedings of the IMA …","Springer Verlag","","http://scholar.google.com/scholar?q=related:89QTXfLPLMIJ:scholar.google.com/&hl=en&num=20&as_sdt=0,33",444,"2014-11-21","CITATION"
0,"V Vizgin, A Einstein","The Role Played by Mach's Ideas in the Genesis of the General Theory of Relativity",2002,"Einstein Studies in Russia","books.google.com","http://books.google.com/books?hl=en&lr=&id=9vs4rrgLYw8C&oi=fnd&pg=PA45&dq=einstein+relativity&ots=cDU8zbNYLQ&sig=BGtaNoJ30vsqNQfvhNuPtxnpO3c","http://scholar.google.com/scholar?q=related:gbwGthJqXqwJ:scholar.google.com/&hl=en&num=20&as_sdt=0,33",445,"2014-11-21",""
0,"A Einstein","Special Relativity Information",0,"","","","http://scholar.google.com/scholar?q=related:bwgBtyksntoJ:scholar.google.com/&hl=en&num=20&as_sdt=0,33",446,"2014-11-21","CITATION"
0,"A Einstein","PHYS 3033 GENERAL RELATIVITY PART I",0,"swissenschaft.ch","","","http://scholar.google.com/scholar?q=related:buvLuJeCeIQJ:scholar.google.com/&hl=en&num=20&as_sdt=0,33",447,"2014-11-21","PDF"
0,"IB Singer, A Einstein, L Infeld","VV NARL1KAR",1980,"Gravitation, quanta, and the …","John Wiley & Sons","","",448,"2014-11-21","CITATION"
0,"A Einstein","THE TRAVEL IN TIME",0,"","","","",449,"2014-11-21","CITATION"
0,"A Einstein","REAL TIME IS CLOCKS RUN IMMAGINARY TIME IS MATH MODEL",0,"fqxi.org","","","http://scholar.google.com/scholar?q=related:XlMfYvEJDwoJ:scholar.google.com/&hl=en&num=20&as_sdt=0,33",450,"2014-11-21","PDF"
0,"A Einstein, A Schopenhauer, G Philosopher…","I cannot believe that God would choose to play dice with the universe.",2005,"","","","http://scholar.google.com/scholar?q=related:nAbZZqYF54UJ:scholar.google.com/&hl=en&num=20&as_sdt=0,33",451,"2014-11-21","CITATION"
0,"A Einstein","The equivalence of gravitational and inertial mass",0,"statemaster.com","","","http://scholar.google.com/scholar?q=related:t3IUZyo9okgJ:scholar.google.com/&hl=en&num=20&as_sdt=0,33",452,"2014-11-21","HTML"
0,"…, J Derrida, FI Dretske, MAE Dummett, A Einstein…","immaterialism, 2, 44 incommensurability, 16 indeterminacy thesis, 12, 77n ineffability, 1 innocent eye, the myth of, 58-9",0,"autism","Cambridge Univ Press","http://journals.cambridge.org/production/action/cjoGetFulltext?fulltextid=7498180","http://scholar.google.com/scholar?cluster=16184489931681256057&hl=en&num=20&as_sdt=0,33",453,"2014-11-21",""
0,"A Einstein, EP Adams","The Meaning of Relativity: Four Lectures Delivered at Princeton University, May, 1921. With 4 Diagrs",1923,"","Princeton University Press","","",454,"2014-11-21","CITATION"
0,"A Einstein","From Academic Kids",0,"academickids.com","","","http://scholar.google.com/scholar?q=related:cuFHA4d7y1EJ:scholar.google.com/&hl=en&num=20&as_sdt=0,33",455,"2014-11-21","HTML"
0,"A Einstein","Sidelights on Relativity, Methuen & Co",0,"Ltd","","","",456,"2014-11-21","CITATION"
0,"A Einstein","3-Hui Chen Tzu",2006,"Pushing Ultimates: Fundamentals of Authentic Self- …","books.google.com","http://books.google.com/books?hl=en&lr=&id=dxT6HDvrEUMC&oi=fnd&pg=PA37&dq=einstein+relativity&ots=amTctAKYnk&sig=fX7rLZHjxNDe9x1uB3DZf56cMeE","",457,"2014-11-21",""
0,"O reading Einstein","Charles Mauron (translated by TS Eliot)",1976,"Aspects of time","Manchester University Press; …","","",458,"2014-11-21","CITATION"
0,"A Einstein","8 Cosmology",0,"Springer","","http://www.springerlink.com/index/n148483367j88u44.pdf","",459,"2014-11-21",""
0,"A EINSTEIN","The Einstein Theory of Relativity (Annotated)",2013,"","Squirrel Publishing","","",460,"2014-11-21","CITATION"
0,"A Einstein","Emmeline Hansen Salt Lake Community College Physics Term Paper: Albert Einstein Biography",0,"emmelinehansen.yolasite.com","","","http://scholar.google.com/scholar?q=related:f4ked_XhKusJ:scholar.google.com/&hl=en&num=20&as_sdt=0,33",461,"2014-11-21","DOC"
0,"ZW Chylinski, A Einstein","OPERATIONALISM AND FUNDAMENTAL MODELS OF PHYSICS",1983,"Philosophy in Science","Pachart Publishing House","","http://scholar.google.com/scholar?q=related:EKtyd7zGehgJ:scholar.google.com/&hl=en&num=20&as_sdt=0,33",462,"2014-11-21","CITATION"
0,"A Einstein","Rediscovering older information",2006,"","ip-science.thomsonreuters.com","","http://scholar.google.com/scholar?q=related:7ehpDVuKLTsJ:scholar.google.com/&hl=en&num=20&as_sdt=0,33",463,"2014-11-21","PDF"
0,"A Einstein","Not simple, but as simple as possible",0,"press.princeton.edu","","","http://scholar.google.com/scholar?q=related:a95gEFfMjfUJ:scholar.google.com/&hl=en&num=20&as_sdt=0,33",464,"2014-11-21","PDF"
0,"A Einstein","The Meaning of Relativity. Including the Relativistic Theory of the Non-symmetric Field, by Albert Einstein,...",1955,"","NJ, Princeton University Press","","",465,"2014-11-21","CITATION"
0,"EESPOF RELATIVITY","STORM SUPPRESSING DUST",2007,"","Wiley Online Library","http://onlinelibrary.wiley.com/doi/10.1002/cplx.20192/abstract","",466,"2014-11-21",""
0,"AS Sorli, A Einstein","FROM SPACE-TIME TO SPACE-MOTION",0,"fqxi.org","","","http://scholar.google.com/scholar?q=related:2MiwgOgvowYJ:scholar.google.com/&hl=en&num=20&as_sdt=0,33",467,"2014-11-21","DOC"
0,"A Einstein","Information–our non-material life principle",0,"reson8.uk.com","","","http://scholar.google.com/scholar?q=related:8cHmFttXDHYJ:scholar.google.com/&hl=en&num=20&as_sdt=0,33",468,"2014-11-21","PDF"
0,"A Einstein","Unpublished opening lecture for the course on the theory of relativity in Argentina, 1925",2008,"Science in Context","Cambridge Univ Press","http://journals.cambridge.org/abstract_S0269889708001865","http://scholar.google.com/scholar?cluster=16054167948850515387&hl=en&num=20&as_sdt=0,33",469,"2014-11-21",""
0,"A Einstein","Time, Space, and Gravitation 64",0,"… The Foundation of the Generalised Theory of Relativity …","upload.wikimedia.org","","",470,"2014-11-21","PDF"
0,"A Einstein","58 THE GENERAL THEORY OF RELATIVITY",1979,"Albert Einstein's theory of general relativity","Crown Pub","","",471,"2014-11-21","CITATION"
0,"A Einstein","A Laboratory in the Mind",2008,"E= Einstein: His Life, His Thought, and His Influence …","books.google.com","http://books.google.com/books?hl=en&lr=&id=zGzcV40b3IkC&oi=fnd&pg=PA15&dq=einstein+relativity&ots=Zq3M1QXqcG&sig=SVtx0_vkwVaf7me4wzlX1uZOJ0A","http://scholar.google.com/scholar?q=related:aiB8GtHp7wYJ:scholar.google.com/&hl=en&num=20&as_sdt=0,33",472,"2014-11-21",""
0,"A Einstein","Rereading Einstein on Radiation",2005,"Phys. Today","robeson.k12.nc.us","","http://scholar.google.com/scholar?q=related:M8NhHIhgHJIJ:scholar.google.com/&hl=en&num=20&as_sdt=0,33",473,"2014-11-21","PDF"
0,"A Einstein","Einstein's Mistakes",2005,"","lpl.arizona.edu","","http://scholar.google.com/scholar?q=related:aUNlHDqu-XwJ:scholar.google.com/&hl=en&num=20&as_sdt=0,33",474,"2014-11-21","PDF"
0,"A Einstein","Excerpt from Lecture Notes for Course on General Relativity, University of Zurich, Summer Semester 1919, after 3 July 1919",1919,"","cds.cern.ch","","",475,"2014-11-21","CITATION"
0,"A Einstein","TIME IS DERIVED FROM MOTION",0,"fqxi.org","","","http://scholar.google.com/scholar?q=related:GtggimN1xG8J:scholar.google.com/&hl=en&num=20&as_sdt=0,33",476,"2014-11-21","PDF"
0,"A Einstein","THE STUFF THE WORLD IS MADE OF: PHYSICS AND REALITY",1999,"Einstein Meets Magritte: An Interdisciplinary Reflection: …","Springer","","http://scholar.google.com/scholar?q=related:Yv1bINVn4h4J:scholar.google.com/&hl=en&num=20&as_sdt=0,33",477,"2014-11-21","CITATION"
0,"A Einstein, AS Eddington, F Dyson…","Gravitation: Einstein",2006,"Science and Scientists: …","Magill's Choice","","http://scholar.google.com/scholar?q=related:IXNBi1sGQuIJ:scholar.google.com/&hl=en&num=20&as_sdt=0,33",478,"2014-11-21","CITATION"
0,"E YEAR","Argentina remembers Einstein's visit",0,"iopscience.iop.org","","","",479,"2014-11-21","CITATION"
0,"…, R d'Inverno, IE Relativity, HSDG Relativity…","Cosmology (M16)",0,"… Tripos Part III Lecture …","sites.google.com","http://sites.google.com/site/incertezaemprincipio/bibliografiasdecursos.pdf#page=57","",480,"2014-11-21",""
0,"A Einstein","AN HONORARY DEGREE '—CITA'l'ION",1979,"Albert Einstein's theory of general relativity","Crown Pub","","",481,"2014-11-21","CITATION"
0,"A Einstein","7 THE ENDLESS FLOW OF TIME",1991,"The big bang never happened","Crown","","http://scholar.google.com/scholar?q=related:M5lPJAvcTIIJ:scholar.google.com/&hl=en&num=20&as_sdt=0,33",482,"2014-11-21","CITATION"
0,"EM FIELDS","A GENERALIZED KERR-SCHILD METRIC AND",1978,"Indian journal of pure and applied mathematics","new1.dli.ernet.in","","http://scholar.google.com/scholar?q=related:sOUykNA7lTwJ:scholar.google.com/&hl=en&num=20&as_sdt=0,33",483,"2014-11-21","PDF"
0,"O Static, AS Einstein-Maxwell","A. PAPAPETROU",1977,"General relativity …","Kluwer Academic Publishers","","http://scholar.google.com/scholar?q=related:WZVtJpqDvjUJ:scholar.google.com/&hl=en&num=20&as_sdt=0,33",484,"2014-11-21","CITATION"
0,"HRINBE CONDENSATES…","TOWARDS THE OBSERVATION OF",2003,"International journal of …","World Scientific","","http://scholar.google.com/scholar?q=related:8kHuJiLparQJ:scholar.google.com/&hl=en&num=20&as_sdt=0,33",485,"2014-11-21","CITATION"
0,"B Russell, R trabajo de Alberto Einstein","RBCBNT PUBLICATIONS",0,"Br Soc Philosophy Sci","","","",486,"2014-11-21","CITATION"
0,"A Einstein","2 Expanding universe",0,"Springer","","http://www.springerlink.com/index/r310511h070w43lw.pdf","",487,"2014-11-21",""
0,"P Einstein","Information System Engineering",0,"computer.org","","http://www.computer.org/csdl/mags/co/2002/06/r6006.pdf","",488,"2014-11-21",""
0,"A Einstein","3.1 Mathematical introduction: vector spaces",0,"inscoms.in","","","http://scholar.google.com/scholar?q=related:BPtKKodGtTUJ:scholar.google.com/&hl=en&num=20&as_sdt=0,33",489,"2014-11-21","PDF"
0,"A Einstein","Physics and Chemistry",1940,"Proceedings of the eighth American scientific congress …","Dept. of State","","",490,"2014-11-21","CITATION"
0,"ISE WTRONG","IS EINSTEIN WRONG?-A DEBATE",0,"worldnpa.org","","","",491,"2014-11-21","PDF"
0,"A Einstein","TIME IS RUN OF CLOCKS",0,"fqxi.org","","","http://scholar.google.com/scholar?q=related:4_XzmI8DbUgJ:scholar.google.com/&hl=en&num=20&as_sdt=0,33",492,"2014-11-21","PDF"
0,"I McCausland, A Einstein","Einstein's Special Theory of Relativity: Right Or Wrong?",1973,"","Ian McCausland","","",493,"2014-11-21","CITATION"
0,"FRGTO EINSTEIN'S","1905-2005: Albert Einstein, historical and philosophical aspects of his legacy",2006,"… : Paris, France, 18-22 July 2005","American Institute of Physics","","",494,"2014-11-21","CITATION"
0,"ALBERT. EINSTEIN","EVOLUTION OF PHYSICS: THE GROWTH OF IDEAS FROM EARLY CONCEPTS TO RELATIVITY AND QUANTA.",1961,"","","","",495,"2014-11-21","CITATION"
0,"A Einstein","Albert Einstein in Leiden",2006,"","vijfeeuwenmigratie.nl","","http://scholar.google.com/scholar?q=related:c2vMM_42ZlEJ:scholar.google.com/&hl=en&num=20&as_sdt=0,33",496,"2014-11-21","PDF"
0,"A Einstein","Relativity and Gravitation: 100 Years After Einstein in Prague",2014,"","books.google.com","","",497,"2014-11-21","BOOK"
0,"C symmetric Einstein-Maxwell","G. MOHANTY RN TIWARI JR RAO",1982,"Ann. Inst. Henri Poincaré","numdam.org","","http://scholar.google.com/scholar?cluster=6376143702217286611&hl=en&num=20&as_sdt=0,33",498,"2014-11-21","PDF"
0,"A Einstein","Eclectic Affinities: Imaginary/Theory/Reality",1987,"Scenarios of the Imaginary: Theorizing the …","Cornell University Press","","",499,"2014-11-21","CITATION"
0,"A Einstein","On the Electrodynamics of Moving Bodies (Part B: Electrodynamics), and its Corollary, E= mc2, by",0,"Citeseer","","","http://scholar.google.com/scholar?q=related:Qo43O15reJIJ:scholar.google.com/&hl=en&num=20&as_sdt=0,33",500,"2014-11-21","CITATION"
0,"A Einstein","Albert Einstein in his own words in two complete books: Relativity-the special and general theory; Out of my later years-the scientist, philosopher and man …",2000,"","Portland House","","http://scholar.google.com/scholar?q=related:332Y_yGw4WYJ:scholar.google.com/&hl=en&num=20&as_sdt=0,33",501,"2014-11-21","CITATION"
0,"EE Principle","1 Key Concepts and Principles",0,"slac.stanford.edu","","","http://scholar.google.com/scholar?cluster=16780914380204332720&hl=en&num=20&as_sdt=0,33",502,"2014-11-21","PDF"
0,"PS Einstein","The Road to Reason",1949,"Engineering and Science","calteches.library.caltech.edu","","http://scholar.google.com/scholar?cluster=16994078161598323781&hl=en&num=20&as_sdt=0,33",503,"2014-11-21","PDF"
0,"A Einstein","MAREK A. ABRAMOWICZ",1993,"… renaissance of general relativity and cosmology: a …","Cambridge Univ Pr","","http://scholar.google.com/scholar?q=related:ZDjQrGkratYJ:scholar.google.com/&hl=en&num=20&as_sdt=0,33",504,"2014-11-21","CITATION"
0,"FATO EINSTEIN, M SACHS","CHANGES IN CONCEPTS OF TIME",1997,"… of time and their applications to …","Kluwer Academic Pub","","http://scholar.google.com/scholar?q=related:vFwOrpCt-soJ:scholar.google.com/&hl=en&num=20&as_sdt=0,33",505,"2014-11-21","CITATION"
0,"AEMD Lewis","Jeremy Butterfield Cambridge University 1. Introduction With help from Einstein, John Norton and John Earman (1987; this volume) have",1989,"… of the biennial meeting of the …","Philosophy of Science Association","","http://scholar.google.com/scholar?q=related:0D6DsFnKnwYJ:scholar.google.com/&hl=en&num=20&as_sdt=0,33",506,"2014-11-21","CITATION"
0,"A Einstein, N Rosen","Focus: The Birth of Wormholes",2005,"Phys. Rev Phys Rev Focus","APS","","http://scholar.google.com/scholar?q=related:GfS8sCnSumEJ:scholar.google.com/&hl=en&num=20&as_sdt=0,33",507,"2014-11-21","HTML"
0,"A Einstein","Matter, Fields of Information, and Incompleteness",1998,"… , Theology, and Consciousness: The Search for …","Courier Corporation","","",508,"2014-11-21","CITATION"
0,"A Aczel, A Einstein","The Crimean Expedition",2006,"E: His Life, His Thought and His Influence …","books.google.com","http://books.google.com/books?hl=en&lr=&id=OsmfgyONbFMC&oi=fnd&pg=PA81&dq=einstein+relativity&ots=Ad7ODRhjBd&sig=fd8DVgJLT5wBVTfHYNa7ErfvFYw","http://scholar.google.com/scholar?q=related:l3G2SMrIXC0J:scholar.google.com/&hl=en&num=20&as_sdt=0,33",509,"2014-11-21",""
0,"AS Sorli, A Einstein","TIME IS INFORMATION",0,"fqxi.org","","","http://scholar.google.com/scholar?q=related:py3SSJ3SCBAJ:scholar.google.com/&hl=en&num=20&as_sdt=0,33",510,"2014-11-21","PDF"
0,"A Einstein","After Einstein: Proceedings of the Einstein Centennial Celebration, Memphis State University, March 14-16, 1979",1981,"","Memphis State University Press","","",511,"2014-11-21","CITATION"
0,"EM Magritte","VUB mm",0,"Springer","","http://link.springer.com/content/pdf/10.1007/978-94-011-4704-0.pdf","",512,"2014-11-21",""
0,"M Boxler, GT Luzitano, A Einstein","Television and Our New Scientific, Artistic and Cultural Reality",2003,"","","","http://scholar.google.com/scholar?q=related:bxzovOqYzsoJ:scholar.google.com/&hl=en&num=20&as_sdt=0,33",513,"2014-11-21","CITATION"
0,"RP Feynman, A Einstein","E-mail: lgonzalz@ vxcern. cern. ch}\\[0pt]\ vspace {0.3 cm}{\ it Laboratoire de Physique Corpusculaire, Coll\ege de France\\ 11 pl.",0,"","","","",514,"2014-11-21","CITATION"
0,"FE ONWARDS","FROM EINSTEIN ONWARDS 257",1979,"Albert Einstein's theory of general relativity","Crown Pub","","",515,"2014-11-21","CITATION"
0,"A Einstein","ZEN PHYSICS",0,"fqxi.org","","","http://scholar.google.com/scholar?q=related:Z4NzwrDOO14J:scholar.google.com/&hl=en&num=20&as_sdt=0,33",516,"2014-11-21","PDF"
0,"A Mirabelli, A Einstein","The Absence of Negative Gravitational Mass and Related Problems",0,"general relativity","","","http://scholar.google.com/scholar?q=related:NMV1x3Vnn8QJ:scholar.google.com/&hl=en&num=20&as_sdt=0,33",517,"2014-11-21","CITATION"
0,"P Einstein","Life and Times of"" Dr."" Albert Einstein",0,"reformation.org","","","http://scholar.google.com/scholar?q=related:J63_xzXYAgYJ:scholar.google.com/&hl=en&num=20&as_sdt=0,33",518,"2014-11-21","PDF"
0,"R Chidambaram, A Einstein","The Culture of the Indian Scientist",2007,"The Transition to a Global …","books.google.com","http://books.google.com/books?hl=en&lr=&id=fYANXQFQcccC&oi=fnd&pg=PA244&dq=einstein+relativity&ots=wMoISjXROI&sig=jrFzQKl5wTAJZjGw0M_om-KhFew","http://scholar.google.com/scholar?q=related:YvL9yGJZJZgJ:scholar.google.com/&hl=en&num=20&as_sdt=0,33",519,"2014-11-21",""
0,"MG Einstein","John D. Norton",2007,"","pitt.edu","","",520,"2014-11-21","HTML"
0,"EEP EEP, FF Configyration…","Cosmological term, 28 Cosmological time evolution of G, 305 Coulomb law violation, 42 Coulomb potential, 273 Curvature trivector, 104",0,"The Gravitational Constant …","books.google.com","http://books.google.com/books?hl=en&lr=&id=2yX6e28Hm5AC&oi=fnd&pg=PA411&dq=einstein+relativity&ots=VbERwm32wJ&sig=r6SF1MPpK9knfulLTBmKXNggTYk","",521,"2014-11-21",""
0,"V Apostolov, P Gauduchon…","MR1994808 (2004i: 53048) 53C25 (53C55)",0,"","","","http://scholar.google.com/scholar?q=related:63zjX4VZrnsJ:scholar.google.com/&hl=en&num=20&as_sdt=0,33",522,"2014-11-21","CITATION"
0,"A Einstein","EINSTEIN 1905B",0,"","","","",523,"2014-11-21","CITATION"
0,"E und die Sowjetphilosophie","396 Book Rm'ews",0,"Taylor & Francis","","http://www.tandfonline.com/doi/pdf/10.1080/00107516608204383","",524,"2014-11-21",""
0,"BE WARNED, NTVS EINSTEIN","On September 13, 2009, in courage, by Steve Kayser",0,"writingriffs.com","","","http://scholar.google.com/scholar?q=related:aCDK1PdK3bEJ:scholar.google.com/&hl=en&num=20&as_sdt=0,33",525,"2014-11-21","HTML"
0,"A Einstein","Postwar Uncertainty",0,"pvpmurrayworldhistory.pbworks.com","","http://pvpmurrayworldhistory.pbworks.com/w/file/fetch/24283349/Chapt%2015%20Section%201%20BYR.pdf","http://scholar.google.com/scholar?cluster=4413762981159047147&hl=en&num=20&as_sdt=0,33",526,"2014-11-21",""
0,"A Einstein","BY BANESH HOFFMANN",1976,"Year Book","Secker & Warburg for the Leo Baeck …","","",527,"2014-11-21","CITATION"
0,"A Einstein, P Picasso","Creativity in Art",2001,"Einstein and Picasso: Space, Time and the …","Basic Books (AZ)","","http://scholar.google.com/scholar?q=related:I7Im2ltZL2gJ:scholar.google.com/&hl=en&num=20&as_sdt=0,33",528,"2014-11-21","CITATION"
0,"B Einstein","Bell's Inequality and the Collapse of Objective Reality William O. Straub, PhD Pasadena, California November 27, 2005",2005,"","weylmann.com","","http://scholar.google.com/scholar?q=related:R42sb6edaqQJ:scholar.google.com/&hl=en&num=20&as_sdt=0,33",529,"2014-11-21","PDF"
0,"A Einstein","“God is also playing dice with c” 2",0,"","","","http://scholar.google.com/scholar?q=related:nyfD3G8x9CsJ:scholar.google.com/&hl=en&num=20&as_sdt=0,33",530,"2014-11-21","CITATION"
0,"A Einstein, EW Hobson, HP Hudson…","RECENT PUBLICATIONS ON THE PHILOSOPHY OF SCIENCE",1953,"Dialectica (Zurich, …","Br Soc Philosophy Sci","","",531,"2014-11-21","CITATION"
