id,year,citations,versions,title
3174406391089545278,2010,34,2,Reducing dimensionality in topology optimization using adaptive design variable fields
8346355660114108140,2011,33,4,Design optimization of electric vehicle battery cooling plates for thermal performance
18039946532453782719,2011,32,6,Three-dimensional micro-level computational study of Wolff's law via trabecular bone remodeling in the human proximal femur using design space topology  …
17785732172704757022,2004,27,4,Structural shape optimization considering both performance and manufacturing cost
15257344759421329425,2011,27,7,Comparison of different hip prosthesis shapes considering micro-level bone remodeling and stress-shielding criteria using three-dimensional design space topology  …
416014395657404495,2006,22,5,Evolutionary topology optimization using design space adjustment based on fixed grid
9978782857747986425,2013,20,4,Efficient generation of large-scale pareto-optimal topologies
13900259117596629787,2000,4041,34,Large N field theories  string theory and gravity
4814158270709685118,2009,901,12,Lectures on holographic methods for condensed matter physics
4185428308917783093,1999,876,12,AdS/CFT correspondence and symmetry breaking
2713151584852858860,2008,589,22,Nonlinear fluid dynamics from gravity
12170337311192273619,2001,523,10,Supersymmetric gauge theories and the AdS/CFT correspondence
11526927840178078973,2000,492,9,Linearized gravity in brane backgrounds
2407223466077859161,2013,29,10,P—V Criticality of an AdS Black Hole in f (R) Gravity
7321685401329951039,2013,13,7,Instabilities and (anti)-evaporation of Schwarzschild–de Sitter black holes in modified gravity
8100266367515834504,2014,10,13,Semiclassical geons at particle accelerators
8080914305293127348,2012,7,12,Constant curvature f (R) gravity minimally coupled with Yang–Mills field
9943571910474772480,2013,6,8,EXISTENCE OF REISSNER–NORDSTRÖM-TYPE BLACK HOLES IN f (R) GRAVITY
2941199365017252443,2013,5,10,Dynamical couplings  dynamical vacuum energy and confinement/deconfinement from R2-gravity
2971702054913280258,2013,5,7,Thermodynamic analysis of black hole solutions in gravitating nonlinear electrodynamics
17845868521743615935,2012,4,11,Black hole formation from a null fluid in extended Palatini gravity
14297867725698357995,2014,3,9,The geometry of black hole singularities
2783793103906469699,2014,1,6,The flyby anomaly and the effect of a topological torsion current
17155163233336933183,2014,2,8,Perturbation of the metric around a spherical body from a nonminimal coupling between matter and curvature
3676322590299354502,2005,47,9,On the reliability of the so-far performed tests for measuring the Lense–Thirring effect with the LAGEOS satellites
9969246986725262852,2009,44,13,Towards a one percent measurement of frame dragging by spin with satellite laser ranging to LAGEOS  LAGEOS 2 and LARES and GRACE gravity models
1078964203814053146,2002,41,9,Constraints on a Yukawa gravitational potential from laser data of LAGEOS satellites
4113733280024832107,2005,39,10,The impact of the new Earth gravity models on the measurement of the Lense–Thirring effect with a new satellite
11700456691227439323,2003,275,8,Cartan for beginners: differential geometry via moving frames and exterior differential systems
8610317082362162667,2006,241,20,Series Editors Hyman Bass Joseph Oesterlé
10793580876764916943,1990,219,5,Twistor theory for Riemannian symmetric spaces
16851245307843451632,2001,176,13,Bernstein-Gelfand-Gelfand sequences
14607848604425799742,1999,174,18,Parabolic geometries and canonical Cartan connections
9286000785134475940,2005,124,29,Higher symmetries of the Laplacian
8742103105195963870,2000,122,9,Differential invariants and curved Bernstein-Gelfand-Gelfand sequences
2152061224638827063,1999,107,48,Classification of irreducible holonomies of torsion-free affine connections
14545419399471161171,1991,81,2,Almost Hermitian symmetric manifolds. I. Local twistor theory
5210721058499727650,2000,75,11,Refined Kato inequalities and conformal weights in Riemannian geometry
7205846419830703788,2007,590,14,Disappearing cosmological constant in f (R) gravity
10599942305238779503,2009,306,12,The physics of cosmic acceleration
7772706417346628141,2007,304,17,Extra force in f (R) modified theories of gravity
4118559321823337963,2009,25,7,Hybrid stiff-string–polynomial basis functions for vibration analysis of high speed rotating beams
7517502115590846158,2011,13,25,Exact frequency analysis of a rotating cantilever beam with tip mass subjected to torsional-bending vibrations
14867370782059146149,2011,9,6,Investigation on steady state deformation and free vibration of a rotating inclined Euler beam
12422444524245261135,2013,5,2,Free vibration of a rotating tapered Rayleigh beam: a dynamic stiffness method of solution
12336552055306580091,2009,5,4,Out-of-plane free vibration analysis of rotating tapered beams in post-elastic regime
11379276499064090826,2009,4,4,Free flapping vibration of rotating inclined Euler beams
13897629724673985890,2013,3,3,Free vibration of a functionally graded rotating Timoshenko beam using FEM
13413862887924441123,2013,3,2,A virtual prototype of a constrained extensible crank mechanism: Dynamic simulation and design
4495817415205218924,2011,3,13,A corotational finite element method combined with floating frame method for large steady-state deformation and free vibration analysis of a rotating-inclined  …
12552322435501134383,2012,2,0,The Dynamics of an Extensible Link with one and two Moving Ends
7987530617241765317,2010,72,12,A Holographic view on physics out of equilibrium
2306439852200219262,2012,111,10,Cosmological solutions in bimetric gravity and their observational tests
10997034483227615975,2012,93,10,Proof of consistency of nonlinear massive gravity in the Stückelberg formulation
2026955632224982732,2012,81,9,Perturbations in massive gravity cosmology
17836064570674689730,2003,446,16,Cosmology with tachyon field as dark energy
9743074012998685793,2008,198,18,Template bank for gravitational waveforms from coalescing binary black holes: Nonspinning binaries
5836686649283743030,2010,90,22,The hunt for new physics at the Large Hadron Collider
4758114367138782133,2009,86,9,Cross section  final spin  and zoom-whirl behavior in high-energy black-hole collisions
17286090938541983279,2010,66,12,Nonaxisymmetric instability of rapidly rotating black hole in five dimensions
11899185685053455359,2010,61,12,Bar-mode instability of a rapidly spinning black hole in higher dimensions: Numerical simulation in general relativity
4351223922447540002,2010,58,43,From the LHC to future colliders
8464509980855291135,2009,48,14,Higher-dimensional numerical relativity: Formulation and code tests
3411141484872343198,2010,48,16,Numerical relativity for D dimensional space-times: Head-on collisions of black holes and gravitational wave extraction
15973768859553527913,2010,47,12,Ultraspinning instability of rotating black holes
8982171780148883724,2010,44,13,Numerical relativity for D dimensional axially symmetric space-times: formalism and code tests
8488332172485956674,2011,36,8,Hawking emission from quantum gravity black holes
10488696930190595587,2001,724,11,Supergravity description of field theories on curved manifolds and a no go theorem
6432739866891013214,2001,674,13,Towards the large N limit of pure N= 1 super Yang-Mills theory
12547072718937036570,2000,601,6,The string dual of a confining four-dimensional gauge theory
12143260931364617090,2004,456,11,Chiral symmetry breaking and pions in nonsupersymmetric gauge/gravity duals
547380206600697918,2010,265,13,Effective Holographic Theories for low-temperature condensed matter systems
14943875332645457676,2000,247,14,General properties of the self-tuning domain wall approach to the cosmological constant problem
10083508937936202121,2007,211,2,Exploring improved holographic theories for QCD: Part I
2817635560218688936,2006,204,12,Towards the string dual of N= 1 supersymmetric QCD-like theories
13261455970633090757,2000,197,9,A critical cosmological constant from millimeter extra dimensions
18332514985305030590,2007,257,22,Fluid simulation: SIGGRAPH 2007 course notes Video files associated with this course are available from the citation page
7553684908091962442,2005,225,27,Particle-based fluid-fluid interaction
3553228652832884632,2007,185,9,Smoothed particle hydrodynamics on GPUs
8191866703926819612,2005,175,13,Coupling water and smoke to thin deformable and rigid shells
14270696127658559439,2007,177,2,Weakly compressible SPH for free surface flows
2438435577790546975,2008,160,10,Two-way coupled SPH and particle level set fluid simulation
11024100621105454422,2009,154,15,Predictive-corrective incompressible SPH
687555134046988991,2007,149,16,A unified particle model for fluid–solid interactions
5203586542739910897,2005,136,14,A unified lagrangian approach to solid-fluid animation
13090282613453809053,2009,279,9,Vascular extracellular matrix and arterial mechanics
14575728227589140873,2010,173,12,Constitutive modelling of arteries
15459804941261622706,2009,102,8,Fundamental role of axial stress in compensatory adaptations by arteries
3193461583646611742,2009,92,7,Biophysical models of tumour growth
951204440752591133,2009,83,8,Origin of axial prestretch and residual stress in arteries
17091144970330599808,2012,76,10,Mechanics  mechanobiology  and modeling of human abdominal aorta and aneurysms
10503274527225052098,2010,58,10,Biohybrid thin films for measuring contractility in engineered cardiovascular muscle
14046857081033691721,2011,55,5,Blood vessel tissue prestress modeling for vascular fluid–structure interaction simulation
16914698401656494291,2010,54,10,Emergent gauge fields in holographic superconductors
12554171729657861319,2010,51,7,Gauss-Bonnet holographic superconductors
9429542468202758082,2011,45,11,The 3+ 1 holographic superconductor with Weyl corrections
17086506205989451537,2011,45,9,Holographic phase transitions of p-wave superconductors in Gauss-Bonnet gravity with backreaction
6427695090233288217,2011,41,8,Holographic superconductors in Gauss-Bonnet gravity with Born-Infeld electrodynamics
16224971893726644247,2012,36,10,Magnetic response in the holographic insulator/superconductor transition
7129962574655575661,2011,35,10,Analytical investigation of the phase transition between holographic insulator and superconductor in Gauss-Bonnet gravity
6771617474562764872,2010,32,9,Holographic superconductors and higher curvature corrections
2381613105488904047,2012,35,7,Effect of external magnetic field on holographic superconductors in presence of nonlinear corrections
6893101672069357730,2010,41,18,Extremal black holes in the Hořava–Lifshitz gravity
2987280874533036148,2010,31,11,Black hole solutions in Horava-Lifshitz Gravity with cubic terms
1230656342322713401,2011,21,9,Detailed balance condition and ultraviolet stability of scalar field in Horava-Lifshitz gravity
11110805474036170906,2010,20,10,Liouville-Lifshitz theory in 3+ 1 dimensions
14773531245605458999,2011,18,7,Particle motion around black hole in Hořava-Lifshitz gravity
2523376051958626727,2011,17,11,Strong coupling in nonrelativistic general covariant theory of gravity
14654742508508926357,2011,17,7,ASPECTS OF HOŘAVA–LIFSHITZ COSMOLOGY
5922662233960290211,2011,16,9,Black holes and global structures of spherical spacetimes in Horava-Lifshitz theory
15863860678960410730,2011,14,10,Spherically symmetric solutions in covariant Horava-Lifshitz gravity
15417148666946297320,2011,14,8,Energy extraction and particle acceleration around a rotating black hole in Hořava-Lifshitz gravity
9903885045403063296,2013,37,14,I-Love-Q: Unexpected universal relations for neutron stars and quark stars
15242393381461826803,2014,7,6,Toward realistic and practical no-hair relations for neutron stars in the nonrelativistic limit
13392169671695855426,2014,6,3,Why I-Love-Q: Explaining why universality emerges in compact objects
10398420860552745386,2014,4,6,Slowly rotating neutron and strange stars in R2 gravity
14435663814610371063,2014,3,5,Universal IQ relations for rapidly rotating neutron and strange stars in scalar-tensor theories
8458731971819209465,2014,2,3,Spectral properties of the post-merger gravitational-wave signal from binary neutron stars
10621809843984073114,2015,1,5,Unveiling the universality of I-Love-Q relations
15638408197293570222,2014,2,3,Slowly Rotating Anisotropic Neutron Stars in General Relativity and Scalar-Tensor Theory
1602002281117731599,2009,63,16,Reconstructing the distortion function for nonlocal cosmology
8210133555923231730,2009,58,11,Inflation from N-Forms and its stability
14582226153100852130,2010,46,10,Nonlocal gravity and the diffusion equation
4153641992023851466,2012,47,11,Stable bounce and inflation in non-local higher derivative cosmology
1765819912858114137,2012,40,7,De Sitter universe in nonlocal gravity
7429578492140766166,2009,36,15,One-loop effective action for non-local modified Gauss–Bonnet gravity in de Sitter space
7891604861861916954,2011,34,9,Unifying Einstein and Palatini gravities
363866439104013956,2013,34,6,Nonlocal theory of massive gravity
16112824115914909329,2011,59,7,Effects of flexibility on the aerodynamic performance of flapping wings
663097318040964401,2013,12,4,An introduction to flapping wing aerodynamics
758287886675858680,2013,9,4,Approximate aeroelastic modeling of flapping wings in hover
15747885161340316751,2011,6,2,Nonlinear Approximate Aeroelastic Analysis of Flapping Wings in Hover and Forward Flight
18374401551925516460,2013,2,4,Optimal thickness distributions of aeroelastic flapping shells
6983884693958193100,2012,1,0,Physics-Based Design of Micro Air Vehicles
8913415133023592773,2011,1,2,Aerodynamics  Scaling  and Performance of a Flexible Flapping Wing
12227602122487641909,2005,1202,11,Proximity effects in superconductor-ferromagnet heterostructures
9602059868174452094,2008,1179,15,Theory of ultracold atomic Fermi gases
11495369562210763994,2006,916,12,Pairing and phase separation in a polarized Fermi gas
6512423363401663312,2006,821,22,Fermionic superfluidity with imbalanced spin populations
17955131605339812966,2010,300,12,Spin-imbalance in a one-dimensional Fermi gas
8660643738261312260,2004,274,10,Gapless color-flavor-locked quark matter
3265346783625063975,2007,253,11,Fulde–Ferrell–Larkin–Ovchinnikov state in heavy fermion superconductors
16891213209594436867,2005,242,8,Hybrid stars that masquerade as neutron stars
4856568543914136198,2011,78,7,Static solutions with spherical symmetry in f (T) theories
16199254921104258406,2011,75,9,Non-trivial frames for f (T) theories of gravity and beyond
18008958241997607983,2013,20,6,Complete cosmic history with a dynamical Λ= Λ (H) term
16473316409737742618,2013,16,10,Entropic cosmology for a generalized black-hole entropy
14224948676834714942,2014,13,13,Minimal Higgs inflation
8788469348615037528,2014,12,7,Effective equation of state for running vacuum:'mirage'quintessence and phantom dark energy
5916483129019702309,2014,12,5,Vacuum energy and cosmological evolution
10459815631747099615,2014,10,5,Entropic-force dark energy reconsidered
17624564298794509475,2014,10,5,Inflaton as an auxiliary topological field in a QCD-like system
10964315374887337428,2014,9,8,Evolution of the universe in entropic cosmologies via different formulations
13356922802697540237,2014,7,5,Observables in Loop Quantum Gravity with a cosmological constant
17310231003741856018,2013,7,3,Observational constraints on non-flat dynamical dark energy cosmological models
1166350651886614599,2003,211,11,LISA technology—concept  status  prospects
7087548754398060510,2006,172,6,The Japanese space gravitational wave antenna—DECIGO
9388312325682056656,2006,156,12,Direct detection of the inflationary gravitational-wave background
5515367706822128405,2002,150,15,Initial conditions for inflation
17391580055930318742,2009,120,10,Phenomenological aspects of Hořava–Lifshitz cosmology
18008852406002767864,2006,114,6,Stochastic gravitational wave production after inflation
16583902770215726457,2012,114,7,Cosmological perturbations of self-accelerating universe in nonlinear massive gravity
15522077075058224330,2004,108,10,The 2.5 PN gravitational wave polarizations from inspiralling compact binaries in circular orbits
10585462838375242213,2010,99,8,Time-of-flight measurement with femtosecond light pulses
13956537929164275977,2009,100,12,Dark-matter candidates
12636724682364657623,2013,22,7,Asymptotic Reissner–Nordström black holes
5583530407102457175,2010,22,7,Rotating black string with nonlinear source
4911735176631142722,2012,21,6,Some exact solutions of F (R) gravity with charged (a) dS black hole interpretation
12195180428542231519,2009,21,9,Thermodynamics of charged black holes with a nonlinear electrodynamics source
12157239254990310676,2010,20,15,Rotating black branes in the presence of nonlinear electromagnetic field
6349806608100979203,2011,19,8,Black hole solutions in f (R) gravity coupled with nonlinear Yang-Mills field
17887179886125277483,2013,61,6,FRW bulk viscous cosmology with modified Chaplygin gas in flat space
9131008830159815040,2013,48,7,FRW bulk viscous cosmology with modified cosmic Chaplygin gas
2093822369457753688,2013,42,5,Viscous generalized Chaplygin gas with arbitrary α
12144295308176328568,2012,37,9,Ghost-free F (R) bigravity and accelerating cosmology
3459396048025323006,2013,34,7,Exact charged black-hole solutions in D-dimensional f (T) gravity: torsion vs curvature analysis
7183476786613078637,2013,36,6,Dynamics of scalar perturbations in f (R  T) gravity
15288139409162922437,2013,32,9,Observational viability and stability of nonlocal cosmology
6403312567303627743,2013,31,11,Generalized second law of thermodynamics in f (T) gravity with entropy corrections
7808641537654990090,2013,29,11,Reconstruction procedure in nonlocal cosmological models
8365496150984537209,2012,29,5,Anisotropic universe models in f (T) gravity
14550341362569624744,2005,940,10,Dark energy constraints from the cosmic age and supernova
12680784465711554019,2003,933,9,Can the dark energy equation-of-state parameter w be less than-1?
1787640913079889669,2004,664,10,Late-time cosmology in a (phantom) scalar-tensor theory: dark energy and the cosmic speed-up
11070291526409363140,2005,551,12,Cosmological evolution of a quintom model of dark energy
16248027018304774130,2003,442,9,Cosmological dynamics of a phantom field
17089849813465636706,2005,339,13,Constraints on holographic dark energy from type Ia supernova observations
12990902632282814491,2006,66,4,On Images: Their Structure and Content: Their Structure and Content
1831266510884113383,2012,42,5,Scientific perspectivism: a philosopher of science's response to the challenge of big data biology
2172410888690988040,2011,41,2,Modelling and representing: An artefactual approach to model-based representation
13682918441122818552,2012,40,2,A model discipline: Political science and the logic of representations
2028283996264390848,2010,40,10,Scientific representation
4106755416174338737,2010,34,15,Models as make-believe
8240001219718346947,2009,33,11,The perils of Perrin  in the hands of philosophers
5830063700087736374,2010,28,12,The interdependence of structure  objects and dependence
8246046934197682351,2010,253,8,Pseudo-Hermitian representation of quantum mechanics
8321835837668117502,2009,226,10,Bloch Oscillations in Complex Crystals with PT Symmetry
4972116626568743624,2010,106,8,Spectral singularities and Bragg scattering in complex crystals
16978540594337788101,2006,40,10,Planar super-Landau models
4392199115611930114,2007,39,11,Planar super-Landau models revisited
12856814905715002993,2006,39,10,Non-Hermitian quantum mechanics of non-diagonalizable Hamiltonians: puzzles with self-orthogonal states
5611511150427446936,2008,37,4,Pseudo-Hermitian quantum mechanics
5348651860036865248,2013,38,6,Invisibility and PT symmetry
845332695269751096,2012,33,8,Nonlinear supersymmetric quantum mechanics: concepts and realizations
2990329521647042184,2007,32,10,Non-linear supersymmetry for non-Hermitian  non-diagonalizable Hamiltonians: I. General properties
15364241319655798153,2012,46,8,On renormalization group flows and the a-theorem in 6d
11578496643240704618,2012,41,11,Entanglement entropy of 3-d conformal gauge theories with many flavors
4368478863511885234,2013,40,6,Limit cycles and conformal invariance
1690376711859865452,2013,41,7,Convexity and liberation at large spin
13070169256088335658,2003,236,16,Rotating stars in relativity
13312660937294190477,2006,220,12,Explosion mechanism  neutrino burst and gravitational wave in core-collapse supernovae
18309963914599583474,2004,199,5,The collapse of rotating massive stars in three dimensions
12380467777008162637,2004,197,15,Three-dimensional relativistic simulations of rotating neutron-star collapse to a Kerr black hole
18120993734030797466,2004,170,15,Gravitational waves from axisymmetric  rotating stellar core collapse
6814895767331955561,2007,166,16,3+ 1 formalism and bases of numerical relativity
15297135574448080842,2003,148,10,Gravitational waves from instabilities in relativistic stars
3564117095181085879,2004,143,13,Toward gravitational wave signals from realistic core-collapse supernova models
5626652811393179367,2005,139,9,The basics of gravitational wave theory
5547122111535277017,2011,75,11,Existence of relativistic stars in f (T) gravity
1783406627001329553,2008,398,18,The kerr/cft correspondence
15429005845447378611,2009,116,13,An analytic Lifshitz black hole
12688771212875720839,2009,105,15,Warped AdS3 black holes in new massive gravity
3863594856339155735,2009,89,7,Kerr-CFT and gravitational perturbations
8404888158225714346,2009,84,10,Hořava–Lifshitz holography
7823577456191850110,2009,84,9,Holographic duals of Kaluza-Klein black holes
4370797833376962573,2009,81,7,Bending AdS waves with new massive gravity
10783709935797879624,2006,300,12,Astrophysical concepts
10629207159581228947,2010,43,12,Isotropic and anisotropic bouncing cosmologies in Palatini gravity
2686130439567609917,2010,65,11,Charged rotating noncommutative black holes
2032256271575179103,2011,33,9,Cosmological production of noncommutative black holes
6697675857527001896,2010,30,10,Hawking radiation as tunneling from a Vaidya black hole in noncommutative gravity
2371464924376637952,2010,28,6,Quantum gravity from noncommutative spacetime
7482344919263630285,2011,24,10,Regular black holes in UV self-complete quantum gravity
15380705325394011571,2010,22,11,Fuzziness at the horizon
14513757361139005990,1996,998,4,Stars as laboratories for fundamental physics: The astrophysics of neutrinos  axions  and other weakly interacting particles
3876754102114036918,1996,456,5,Gamma-ray pulsars: radiation processes in the outer magnetosphere
3683325033338347310,1995,445,4,Gamma ray pulsars: emission from extended polar cap cascades
1041912280002833613,1994,439,7,$\ gamma $-Ray Pulsars: Emission Zones and Viewing Geometries
16155559687214454440,1996,369,2,EGRET observations of radio-bright supernova remnants
8308876902040374613,2000,355,13,Phases of dense matter in neutron stars
6919570279096006007,1994,292,8,Binary and millisecond pulsars
2813797260850868206,2003,251,9,Two-pole caustic model for high-energy light curves of pulsars
15452935226946878740,2000,240,3,A three-dimensional outer magnetospheric gap model for gamma-ray pulsars: geometry  pair production  emission morphologies  and phase-resolved spectra
937709501259835671,1997,226,3,High-energy radiation from rapidly spinning pulsars with thick outer gaps
705204143351195424,2000,1532,16,An internet server for update pre-main sequence tracks of low-and intermediate-mass stars
7443323177957493257,1991,1018,6,Formation and evolution of binary and millisecond radio pulsars
1614391614821165887,2000,872,17,Type Ia supernova explosion models
4545663113421842523,2005,830,15,Astrophysical magnetic fields and nonlinear dynamo theory
10110930194945290717,2000,726,8,Stellar evolution with rotation v: changes in all the outputs of massive star models
3273479114148877006,1993,695,16,Planet formation
7690184891463724248,1994,677,7,The luminous blue variables: Astrophysical geysers
15480130206817128841,2004,649,5,The Sun: And Introduction
1398239113124452560,1997,604,4,Notes on the convection in the ATLAS9 model atmospheres.
639089335742149432,2008,224,12,Fermions tunnelling from black holes
3646338597796313253,2008,185,10,Charged fermions tunnelling from Kerr–Newman black holes
6895115133966706753,2008,111,17,Fermion tunneling from dynamical horizons
10798142213943115968,2008,97,9,Dirac particle tunneling from black rings
17838076747836638804,2009,85,16,Local Hawking temperature for dynamical black holes
6003092685606474867,2011,54,9,Tunnelling methods and Hawking's radiation: achievements and prospects
11305096799303894349,2009,50,18,Corrections to Hawking-like radiation for a Friedmann–Robertson–Walker universe
12425755126829420646,2008,48,12,Does the mass of a black hole decrease due to the accretion of phantom energy?
17605714418869235414,2014,4,8,Mars express investigations of Phobos and Deimos
8902334804894061343,2013,3,2,Phobos interior from librations determination using Doppler and star tracker measurements
13682483009035877868,2014,3,11,Simulation of the capabilities of an orbiter for monitoring the entry of interplanetary matter into the terrestrial atmosphere
10081485343254497338,2014,2,2,Phobos laser ranging: Numerical Geodesy experiments for Martian system science
12135406390786068924,2014,1,2,Martian satellite orbits and ephemerides
16321978991909926585,2011,18,9,A blood-mimicking fluid for particle image velocimetry with silicone vascular models
4312566001551816840,2013,12,4,Transitional flow analysis in the carotid artery bifurcation by proper orthogonal decomposition and particle image velocimetry
16833799085133963793,2013,9,5,High-frame-rate ultrasound color-encoded speckle imaging of complex flow dynamics
5779398940746778733,2013,6,6,Simulation of a pulsatile non-Newtonian flow past a stenosed 2D artery with atherosclerosis
13755791960627713802,2014,2,6,Correlation of cognitive function with ultrasound strain indices in carotid plaque
2595852125310904758,2014,2,4,Turbulence intensity measurements using particle image velocimetry in diseased carotid artery models: effect of stenosis severity  plaque eccentricity  and ulceration
6297444510583748977,2013,2,6,Flow recirculation zone length and shear rate are differentially affected by stenosis severity in human coronary arteries
13444803192751014236,2014,1,5,Vector projectile imaging: time-resolved dynamic visualization of complex flow patterns
6146672615976334394,2013,1,5,Design of Anthropomorphic Flow Phantoms Based on Rapid Prototyping of Compliant Vessel Geometries
5822853737186123207,2010,1,3,3-D flow characterization and shear stress in a stenosed carotid artery bifurcation model using stereoscopic PIV technique
6367320972430916071,2011,209,10,f (R  T) gravity
528579505246613855,2012,74,10,Static anisotropic solutions in f (T) theory
3071871393625114492,2011,55,8,Cyclic  ekpyrotic and little rip universe in modified gravity
15705317169589547265,2012,49,7,LRS Bianchi type-I cosmological model in f (R  T) theory of gravity
2523243238086666246,2011,45,10,Hydrostatic equilibrium and stellar structure in f (R) gravity
1901522868464134598,2007,208,12,A smooth bouncing cosmology with scale invariant spectrum
13934058955642098311,2008,112,14,Ekpyrotic and cyclic cosmology
6115503454284397330,2006,80,20,Populating the landscape: A top-down approach
14357889159795012265,2012,72,15,Quantum resolution of cosmological singularities using AdS/CFT correspondence
9993731560960945220,2005,61,12,Brane worlds in collision
12956364384976830329,2007,47,14,Colliding branes in heterotic M theory
2770057108559863552,2010,42,10,Ekpyrotic nongaussianity: a review
4446570273637071322,2007,42,9,Cosmic perturbations through the cyclic ages
16814565547620954198,2005,41,11,Shift symmetry and inflation in supergravity
7031549047353203153,2008,170,35,Implications for the Origin of GRB 070201 from LIGO Observations
11432276241628033441,2009,149,22,ERRATUM
7660251955258916778,2010,137,28,Searches for gravitational waves from known pulsars with science run 5 LIGO data
10566474439952924922,2007,128,18,Upper limits on gravitational wave emission from 78 radio pulsars
9258192829197852997,2007,120,16,Searches for periodic gravitational waves from unknown isolated sources and Scorpius X-1: Results from the second LIGO science run
16345644434197158836,2008,89,15,All-sky search for periodic gravitational waves in LIGO S4 data
4113197745650572162,2008,76,14,Search for gravitational-wave bursts from soft gamma repeaters
12240254891292392758,2014,20,6,Testing universal relations of neutron stars with a nonlinear matter-gravity coupling theory
6971438991286896295,2013,19,7,Linear perturbations in Eddington-inspired Born-Infeld gravity
10633581239993210023,2014,16,7,Dark matter density profile and galactic metric in Eddington-inspired Born–Infeld gravity
5586887961228559306,2014,13,6,Physics at the surface of a star in Eddington-inspired Born-Infeld gravity
2023528257648978349,2014,12,5,Born-Infeld f (R) gravity
14055690472021467154,2014,12,6,Origin of the universe: A hint from Eddington-inspired Born-Infeld gravity
16081805946705351312,2014,10,7,Born-Infeld gravity and its functional extensions
4236491964760042251,2014,10,6,Noether identities and gauge fixing the action for cosmological perturbations
1334942478595253677,2014,9,8,Observational discrimination of Eddington-inspired Born-Infeld gravity from general relativity
13784292566356492462,2014,5,8,Stellar oscillations in Eddington-inspired Born-Infeld gravity
11199705733203949348,2009,80,10,Introduction to the special issue on rotational seismology and engineering applications
6824869950926397222,2007,75,6,Broad-band observations of earthquake-induced rotational ground motions
4137165186261577737,2006,68,8,First comparison of array-derived rotational ground motions with direct ring laser measurements
14290320665475711438,2006,65,7,Rotational motions in seismology: theory  observation  simulation
6865037147551760723,2007,57,7,Recovering seismic displacements through combined use of 1-Hz GPS and strong-motion accelerometers
9116014115371896413,2007,47,11,The effects of seismic rotations on inertial sensors
13418857704749147837,2006,44,4,Ring laser gyroscopes as rotation sensors for seismic wave studies
12858417509392908308,2009,42,6,Recent advances in rotational seismology
12565850228007903452,2009,40,5,Ring laser measurements of ground rotations for seismology
8385939020212486296,2008,35,3,Observation and prediction of dynamic ground strains  tilts  and torsions caused by the Mw 6.0 2004 Parkfield  California  earthquake and aftershocks  derived from  …
4126246011069903179,2011,62,8,Spherically symmetric static spacetimes in vacuum f (T) gravity
13020394957324140202,2012,57,6,Reconstruction of f (R  T) gravity describing matter dominated and accelerated phases
12702546237585573708,2012,53,9,Solar system constraints on f (T) gravity
1779318326157439678,2012,46,12,Reconstruction of f (T) gravity according to holographic dark energy
14827987558990480700,2010,88,9,Affine SL (2) conformal blocks from 4d gauge theories
14464306585028273878,2010,72,11,Deformed prepotential  quantum integrable system and Liouville field theory
13302891694634106177,2011,70,7,Quantization of the Hitchin moduli spaces  Liouville theory and the geometric Langlands correspondence I
296641800244207778,2005,42,10,Knizhnik-Zamolodchikov equations and spectral flow in AdS3 string theory
8121585403786611399,2011,39,8,Affine sl (N) conformal blocks from\ mathcal {N}= 2 SU (N) gauge theories
1654269623359970030,2007,33,11,H+ 3 WZNW model from Liouville field theory
4426195524741607628,2006,33,18,Non-compact string backgrounds and non-rational CFT
16082332195338502833,2011,29,9,Instanton counting with a surface operator and the chain-saw quiver
6869921605859821405,2007,29,11,Solution of the H+ 3 model on a disc
15221084955492755007,2004,2089,7,Quantum physics in one dimension
16937326851465214661,2007,264,11,Inelastic light scattering from correlated electrons
13432921981642515174,2009,249,11,Defects in correlated metals and superconductors
10556458240613605033,2000,200,7,Li 2 VO (S i  G e) O 4  a Prototype of a Two-Dimensional Frustrated Quantum Heisenberg Antiferromagnet
8963349091731927261,2001,179,5,Magnon heat transport in (Sr  Ca  La) 14 Cu 24 O 41
18401557654589387645,2003,168,10,Magnetic light scattering in low-dimensional quantum spin systems
11494454620148860088,2001,153,14,Magnetic Spin Ladder (C 5 H 12 N) 2 Cu Br 4: High-Field Magnetization and Scaling near Quantum Criticality
7011314182534696409,2002,134,7,Charge-and spin-density waves in existing superconductors: competition between Cooper pairing and Peierls or excitonic instabilities
13645345910413550760,2004,118,7,Theoretical framework for quasi-one dimensional systems
1271192704079598504,2004,118,5,Quantum magnetism
6366914370600383785,2006,760,14,Accurate evolutions of orbiting black-hole binaries without excision
8650872694173274631,2006,717,11,Gravitational-wave extraction from an inspiraling configuration of merging black holes
5080941822843215715,2008,228,17,Calibration of moving puncture simulations
17305611847436248711,2010,52,5,Solute clustering in Al–Cu–Mg alloys during the early stages of elevated temperature ageing
2141414529475485617,2011,39,3,Nanostructure of aluminium alloy 2024: Segregation  clustering and precipitation processes
13254692631425223336,2010,34,5,Evolution of solute clustering in Al–Cu–Mg alloys during secondary ageing
17145439317461157208,2011,33,6,Pragmatic reconstruction methods in atom probe tomography
13501446324616438309,2010,34,6,Influence of surface migration on the spatial resolution of pulsed laser atom probe tomography
1988451382947136774,2012,32,8,Solute nanostructures and their strengthening effects in Al–7Si–0.6 Mg alloy F357
17793491433585395641,2012,64,26,Scientific objectives of Einstein telescope
